"Line","Ref","DocType","QAdeter","QAmeas","year","workerID","Trade_raw","Task_raw","Tool_raw","Tool_make","Material_raw","percSI_ref","percSI_mat","percQuartz_mat","percCrist_mat","percTrid_mat","percTrip_mat","Mat_ana","Trade","Task","Material","Tool","Site_class","Site_type","Agent","NbMeas","AM","ASD","GM","GSD","est_GM","est_GM_meth","est_GSD","est_GSD_meth","Min","P5","P10","Med","P90","P95","Max","Other_stat","Other_stat_def","Type","Association","IDassociation","Association_detail","Raw_measurement","Sampling_time","Sampling_time2","Objective","Calc_meas","IDCalc","OEL","Adj_OEL","Sampling_meth","Analysis_type","Analysis_meth","Analysis_detail","LOD","Environnement","SourceProx","Contribution","Contribution_detail","Formation","ControlNotAPR","GenVent","ExhVent_proxim","ExhVent_tool","Wet_spray","Wet_tool","isoSrc","Other_control","control_detail","RPEused","RPEtype","RPE_remark","remark"
"2697","ID0882","8","6","6","1985","ID0882_250","tailleur de pierre","Atelier de taille de pierre (Débitage de la pierre Vilhoner à l'humide)","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","39","22","1","1","1","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"7.5",NA,"2","1","7.5","5","-2","-2","9","4","19",NA,"0.03","1","1","2",NA,"1","5","1","1","1","5","1","1","1","97","1","2",NA,NA
"2698","ID0882","8","6","6","1985","ID0882_251","tailleur de pierre","Rénovation de façade (rénovation de pierres de façade avec un 'chemin de fer' (pierre St Maximin))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","39","22","1","1","1","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"82",NA,"2","1","82","5","-2","-2","9","4","19",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2699","ID0882","8","6","6","1985","ID0882_252","tailleur de pierre","Rénovation de façade (rénovation de pierres de façade avec un marteau taillant (pierre St Maximin))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","39","22","1","1","1","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"200",NA,"2","1","200","5","-2","-2","9","4","19",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2700","ID0882","8","6","6","1985","ID0882_253","Not specified_Non précisé","Atelier de miroiterie-vitrerie (ponçage des plaques de verre à sec sans aspiration)","Not specified_Non précisé","Not specified_Non précisé","verre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","55","27","3","1","1","1","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"17.7",NA,"2","1","17.7","5","-2","-2","9","4","19",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2701","ID0882","8","6","6","1985","ID0882_305","Not specified_Non précisé","Découpe de cloisons antifeu (Découpe de plaques à la scie électrique pour cloisons antifeu)","Not specified_Non précisé","Not specified_Non précisé","cloison antifeu","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","38","3","1","1","1","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"57.2",NA,"2","1","57.2","5","-2","-2","9","4","19",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2702","ID0882","8","6","6","1985","ID0882_306","marbrier","atelier de marbrerie (polissage à sec du marbre)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","27","20","1","1","1","6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"492",NA,"2","1","492","5","-2","-2","9","4","19",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2703","ID0882","8","6","6","1987","ID0882_297","manœuvre","Four à chaux expérimental dans une centrale EDF (chargement manuel de carbonate de chaux dans une trémie)","Not specified_Non précisé","Not specified_Non précisé","carbonate de chaux","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","57","13","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.62222000000000011","10","4","4","0.62222000000000011","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2704","ID0882","8","6","6","1975","ID0882_337","conducteur de haveuse","travaux souterrains (grande fouille des halles) (conduite d'une haveuse découpant de la pierre en fond de fouille à ciel ouvert)","Not specified_Non précisé","Not specified_Non précisé","roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","15","22","30","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.06",NA,"2","1","0.06","5","-2","-2","9","5","20",NA,"0.03","8","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","1","8",NA
"2705","ID0882","8","6","6","1975","ID0882_338","conducteur de haveuse","travaux souterrains (grande fouille des halles) (conduite d'une haveuse découpant de la pierre en fond de fouille à ciel ouvert)","Not specified_Non précisé","Not specified_Non précisé","roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","15","22","30","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.55000000000000004",NA,"2","1","0.55000000000000004","5","-2","-2","9","5","20","44","0.03","8","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"5","1","8",NA
"2706","ID0882","8","6","6","1974","ID0882_260","projeteur de béton","travaux souterrains (creusement RER) (gunitage) ; marnes glaiseuses","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","79","30","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.43",NA,"1","1","0.43","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","130","4","2",NA,NA
"2707","ID0882","8","6","6","1975","ID0882_263","Not specified_Non précisé","Préparation et conditionnement de mélanges de produits pour la fabrication de colle  (à la pesée de Prolitex)","Not specified_Non précisé","Not specified_Non précisé","produits pour fabrication de colles; certains de ces mélanges ont une forte proportion de sable","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","18","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.27",NA,"2","1","1.27","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2708","ID0882","8","6","6","1975","ID0882_264","ensacheur","Préparation et conditionnement de mélanges de produits pour la fabrication de colle  (ensachage d'ISOVER)","Not specified_Non précisé","Not specified_Non précisé","produits pour fabrication de colles; certains de ces mélanges ont une forte proportion de sable","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","18","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.79",NA,"2","1","0.79","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2709","ID0882","8","6","6","1975","ID0882_265","conducteur de chargeur","Préparation et conditionnement de mélanges de produits pour la fabrication de colle  (chargement de 2 trémies  : 1 d'ISOVER et 1 de PROLITEX)","Not specified_Non précisé","Not specified_Non précisé","produits pour fabrication de colles; certains de ces mélanges ont une forte proportion de sable","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","18","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.28999999999999998",NA,"2","1","0.28999999999999998","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2710","ID0882","8","6","6","1975","ID0882_266","tailleur de pierre","Taille de pierre (tronçonnage de la pierre utilisée pour la façade - travail épisodique); travail sur chantier ; les pierres arrivent déjà prêtes, juste qqs rectifications sur place","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","32","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.41",NA,"2","1","0.41","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2711","ID0882","8","6","6","1975","ID0882_281","cribleur de gravier","Centrale à béton (criblage de gravier)","Not specified_Non précisé","Not specified_Non précisé","gravier","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","57","6","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"7.4999999999999997E-2",NA,"2","1","7.4999999999999997E-2","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"7"
"2712","ID0882","8","6","6","1986","ID0882_304","projeteur de béton","Rénovation d'un aérodrome (gunitage)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","42","30","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"3.15",NA,"2","1","3.15","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2713","ID0882","8","6","6","1975","ID0882_345","ponceur béton","Atelier de ponçage de banches (ponçage de banches pour les débarasser du béton qui a pu y adhérer)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"3.6749999999999998",NA,"2","1","3.68","5","-2","-2","9","5","20",NA,"0.03","7","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"6","1","14",NA
"2714","ID0882","8","6","6","1975","ID0882_278","conducteur d'une alpine","travaux souterrains (creusement RER) (conduite d'une alpine)","Not specified_Non précisé","Not specified_Non précisé","roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","15","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.2",NA,"2","1","0.2","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"13"
"2715","ID0882","8","6","6","1988","ID0882_286","marbrier","atelier de marbrerie (ponçage à sec de plaque marbre)","Not specified_Non précisé","Not specified_Non précisé","marbre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","3","27","20","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.36599999999999999",NA,"2","1","0.36599999999999999","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","5","1","1","1","5","1","1","1","111","4","2",NA,NA
"2716","ID0882","8","6","6","1985","ID0882_305","Not specified_Non précisé","Découpe de cloisons antifeu (Découpe de plaques à la scie électrique pour cloisons antifeu)","Not specified_Non précisé","Not specified_Non précisé","cloison antifeu","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","43","38","3","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.2584000000000002",NA,"2","1","1.26","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2717","ID0882","8","6","6","1986","ID0882_303","tailleur de pierre","Restauration de façade (Ponçage de pierres de façade (pierre Chauvigny))","Not specified_Non précisé","Not specified_Non précisé","pierres de taille","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","9","27","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"8.3259999999999987",NA,"2","1","8.33","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","98","1","2",NA,"11"
"2718","ID0882","8","6","6","1974","ID0882_261","conducteur d'une alpine","travaux souterrains (creusement RER) (conduite d'une alpine) au front de taille ; travaux souterrains ; terrain :  calcaire, marnes et caillasses","Not specified_Non précisé","Not specified_Non précisé","roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","15","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.105",NA,"1","1","0.105","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2719","ID0882","8","6","6","1986","ID0882_353","projeteur de béton","Rénovation d'un aérodrome (gunitage)","Not specified_Non précisé","Not specified_Non précisé","béton ; de la micro-silice (<0,5 µm) amorphe en poudre est intégrée pour modifier les caractéristiques du béton (5% du ciment en poids)","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","42","30","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.5390000000000001",NA,"2","1","1.54","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2720","ID0882","8","6","6","1975","ID0882_343","Not specified_Non précisé","centrale d'enrobés (travail en cabine de commande )","Not specified_Non précisé","Not specified_Non précisé","enrobés","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","1","3","4","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"7.1999999999999995E-2",NA,"2","1","7.1999999999999995E-2","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","5","1","5","1","1","1","1","1","75","1","2",NA,NA
"2721","ID0882","8","6","6","1975","ID0882_344","Not specified_Non précisé","centrale d'enrobés (travail en cabine de commande )","Not specified_Non précisé","Not specified_Non précisé","enrobés","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","1","3","4","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.15",NA,"2","1","0.15","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","5","1","5","1","1","1","1","1","75","1","2",NA,NA
"2722","ID0882","8","6","6","1975","ID0882_282","ferrailleur","Centrale à béton (poste de ferraillage)","Not specified_Non précisé","Not specified_Non précisé","béton","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","31","3","5","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.4",NA,"2","1","0.4","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"2723","ID0882","8","6","6","1975","ID0882_339","ponceur","(ponçage d'un plafond dans l'entresol d'un immeuble en construction)","Ponceuse","Ponceuse GIRASPIR 107, 1850  tr/min","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.22",NA,"2","1","0.22","5","-2","-2","9","5","20","88","0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","168","1","2",NA,NA
"2724","ID0882","8","6","6","1975","ID0882_340","ponceur","(ponçage d'un plafond dans l'entresol d'un immeuble en construction)","Ponceuse","Ponceuse GIRASPIR 107, 1850  tr/min ;","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.5",NA,"2","1","1.5","5","-2","-2","9","5","20","85","0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","168","1","2",NA,NA
"2725","ID0882","8","6","6","1975","ID0882_341","ponceur","(ponçage d'un plafond dans l'entresol d'un immeuble en construction)","Ponceuse","Ponceuse GIRASPIR 107, 1850  tr/min ;","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.45",NA,"2","1","0.45","5","-2","-2","9","5","20","87","0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","168","1","2",NA,NA
"2726","ID0882","8","6","6","1975","ID0882_342","ponceur","(ponçage d'un plafond dans l'entresol d'un immeuble en construction)","Ponceuse","Ponceuse GIRASPIR 107, 1850  tr/min ;","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.17",NA,"2","1","0.17","5","-2","-2","9","5","20","86","0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","168","1","2",NA,NA
"2727","ID0882","8","6","6","1975","ID0882_277","conducteur d'une alpine","travaux souterrains (creusement RER) (conduite d'une alpine)","Not specified_Non précisé","Not specified_Non précisé","roche; terrain : marnes et roches tendres (il peut arriver au cours du terrassement de trouver une zone de roche siliceuse)","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","15","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.7",NA,"2","1","0.7","5","-2","-2","9","5","20",NA,"0.03","5","1","2",NA,"1","5","5","1","1","1","1","1","1","156","1","2",NA,NA
"2728","ID0882","8","6","6","1974","ID0882_259","conducteur d'une alpine","travaux souterrains (creusement RER) (conduite d'une alpine)","Not specified_Non précisé","Not specified_Non précisé","roche","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","15","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"5.22",NA,"2","1","5.22","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2729","ID0882","8","6","6","1975","ID0882_270","ponceur","(ponçage de plafond dans un immeuble)","Ponceuse","Ponceuse ACMB Gisaspir 107, 2850 tr/min .","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.27599999999999997",NA,"2","1","0.27599999999999997","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","175","4","2","16",NA
"2730","ID0882","8","6","6","1975","ID0882_271","ponceur","(ponçage de plafond dans un immeuble)","Ponceuse","Ponceuse ACMB Gisaspir 107, 2850 tr/min ;","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.68400000000000005",NA,"2","1","0.68400000000000005","5","-2","-2","9","5","20","89","0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","175","4","2","16",NA
"2731","ID0882","8","6","6","1975","ID0882_272","ponceur","(ponçage de plafond dans un immeuble)","Not specified_Non précisé","Not specified_Non précisé","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.27599999999999997",NA,"2","1","0.27599999999999997","5","-2","-2","9","5","20","90","0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","175","4","2","16",NA
"2732","ID0882","8","6","6","1975","ID0882_273","ponceur","(ponçage de plafond dans un immeuble)","Ponceuse","Ponceuse ACMB Gisaspir 107, 2850 tr/min ;","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","1","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.21600000000000003",NA,"2","1","0.21600000000000003","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","5","5","1","1","1","1","1","1","175","4","2","16",NA
"2733","ID0882","8","6","6","1975","ID0882_280","cribleur de gravier","Centrale à béton (criblage de gravier) ; poste occupé 2h/jr environ","Not specified_Non précisé","Not specified_Non précisé","gravier","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","57","6","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.72",NA,"2","1","0.72","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"4","2",NA,NA
"2734","ID0882","8","6","6","1975","ID0882_279","ponceur béton","Ponçage de plafonds (ponçage de plafond dans un immeuble en construction)","Ponceuse","Ponçeuse GIRAFE,","plafond","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","17","27","5","26","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"3.25",NA,"2","1","3.25","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","4","4","4","4","4","4","4","4","112","6","1","13",NA
"2735","ID0882","8","6","6","1975","ID0882_274","mécanicien","centrale d'enrobés (travail à l'étage de la cabine (poste enrobés), à l'extérieur de celle-ci, près de la bascule)","Not specified_Non précisé","Not specified_Non précisé","enrobés","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","46","3","4","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"13.5",NA,"2","1","13.5","5","-2","-2","9","5","20",NA,"0.03","1","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,NA
"2736","ID0882","8","6","6","1987","ID0882_296","conducteur de chargeur","centrale d'enrobés (conduite d'un chargeur pour alimenter les trémis qui achemiront les matériaux à la centrale)","Not specified_Non précisé","Not specified_Non précisé","calcaire dur, porphyre","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","14","22","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"4.335",NA,"2","1","4.34","5","-2","-2","9","5","20",NA,"0.03","8","1","2",NA,"1","1","2","2","2","2","2","2","2",NA,"1","2",NA,"14"
"2737","ID0882","8","6","6","1975","ID0882_275","mécanicien","centrale d'enrobés (travail dans la cabine sans ventilation, portes fermées)","Not specified_Non précisé","Not specified_Non précisé","enrobés","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","46","3","4","1","1","1","17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.44",NA,"2","1","1.44","5","-2","-2","9","5","20",NA,"0.03","6","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
