"Line","Ref","DocType","QAdeter","QAmeas","year","workerID","Trade_raw","Task_raw","Tool_raw","Tool_make","Material_raw","percSI_ref","percSI_mat","percQuartz_mat","percCrist_mat","percTrid_mat","percTrip_mat","Mat_ana","Trade","Task","Material","Tool","Site_class","Site_type","Agent","NbMeas","AM","ASD","GM","GSD","est_GM","est_GM_meth","est_GSD","est_GSD_meth","Min","P5","P10","Med","P90","P95","Max","Other_stat","Other_stat_def","Type","Association","IDassociation","Association_detail","Raw_measurement","Sampling_time","Sampling_time2","Objective","Calc_meas","IDCalc","OEL","Adj_OEL","Sampling_meth","Analysis_type","Analysis_meth","Analysis_detail","LOD","Environnement","SourceProx","Contribution","Contribution_detail","Formation","ControlNotAPR","GenVent","ExhVent_proxim","ExhVent_tool","Wet_spray","Wet_tool","isoSrc","Other_control","control_detail","RPEused","RPEtype","RPE_remark","remark"
"339","ID0152","6","6","6","2004","ID0152_48","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_20","37","2.56","99","4","4","2.56","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","1","2",NA,NA
"340","ID0152","6","6","6","2004","ID0152_49","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_34","36","0.12","101","4","4","0.12","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"341","ID0152","6","6","6","2004","ID0152_50","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_34","37","0.12","99","4","4","0.12","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"342","ID0152","6","6","6","2004","ID0152_51","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_21","36","2.04","98","4","4","2.04","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","1","2",NA,NA
"343","ID0152","6","6","6","2004","ID0152_52","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_21","37","1.21","104","4","4","1.21","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","1","2",NA,NA
"344","ID0152","6","6","6","2004","ID0152_53","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_35","36","0.06","98","4","4","0.06","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"345","ID0152","6","6","6","2004","ID0152_54","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_35","37","0.05","104","4","4","0.05","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"346","ID0152","6","6","6","2004","ID0152_55","Workstation/Poste - cold-milling machine loading Conveyor Right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_22","36","4.8899999999999997","85","4","4","4.8899999999999997","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","1","2",NA,NA
"347","ID0152","6","6","6","2004","ID0152_56","Workstation/Poste - cold-milling machine loading Conveyor Right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_22","37","4.78","87","4","4","4.78","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","1","2",NA,NA
"348","ID0152","6","6","6","2004","ID0152_57","Workstation/Poste - cold-milling machine loading Conveyor Right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_36","36","0.23","85","4","4","0.23","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"349","ID0152","6","6","6","2004","ID0152_58","Workstation/Poste - cold-milling machine loading Conveyor Right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_36","37","0.16","87","4","4","0.16","4","-2","-2","17","5","5",NA,"5.0000000000000001E-3","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"350","ID0152","6","6","6","2004","ID0152_59","Workstation/Poste - cold-milling machine loading Conveyor Right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","4.5",NA,"0.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_37","36",NA,"316","5","1","0.53","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"351","ID0152","6","6","6","2004","ID0152_60","Workstation/Poste - cold-milling machine loading Conveyor Right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","9.8000000000000007",NA,"1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_37","37",NA,"315","5","1","1.9","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"352","ID0152","6","6","6","2004","ID0152_61","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","1.7",NA,"0.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_38","36",NA,"98","5","1","0.35","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"353","ID0152","6","6","6","2004","ID0152_62","Workstation/Poste - right Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","3.6",NA,"0.74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_38","37",NA,"104","5","1","0.74","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"354","ID0152","6","6","6","2004","ID0152_63","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","3.6",NA,"0.77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_39","36",NA,"339","5","1","0.77","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"355","ID0152","6","6","6","2004","ID0152_64","Workstation/Poste - left Rear of cold-milling machine","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","4.7",NA,"1.1000000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_39","37",NA,"237","5","1","1.1000000000000001","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"356","ID0152","6","6","6","2004","ID0152_65","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","2.6",NA,"0.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_40","36",NA,"328","5","1","0.81","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"357","ID0152","6","6","6","2004","ID0152_66","Workstation/Poste - cold-milling machine operator Platform right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","4.9000000000000004",NA,"1.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_40","37",NA,"324","5","1","1.8","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"358","ID0152","6","6","6","2004","ID0152_67","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","7.8",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_41","36",NA,"230","5","1","1.3","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"359","ID0152","6","6","6","2004","ID0152_68","Workstation/Poste - cold-milling machine operator Platform left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","9.5",NA,"2.2999999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_41","37",NA,"319","5","1","2.2999999999999998","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"360","ID0152","6","6","6","2004","ID0152_69","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","1.3",NA,"0.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_42","36",NA,"322","5","1","0.78","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"361","ID0152","6","6","6","2004","ID0152_70","Workstation/Poste - cold-milling machine cutter Drum right","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","1.9",NA,"1.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_42","37",NA,"339","5","1","1.3","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"362","ID0152","6","6","6","2004","ID0152_71","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","1.2",NA,"5.8999999999999997E-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_43","36",NA,"335","5","1","5.8999999999999997E-2","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","120","4","2",NA,NA
"363","ID0152","6","6","6","2004","ID0152_72","Workstation/Poste - cold-milling machine cutter Drum left","Asphalt road milling","Cold-milling machine","Not specified_Non précisé","Asphalt","4","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","Not applicable_Sans objet","2","62","8","4","14","7","5","4","1","2",NA,"0.14000000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","ID0152_43","37",NA,"318","5","1","0.14000000000000001","5","-2","-2","7","7","3",NA,"0.03","8","1","2",NA,"1","5","4","4","4","4","5","4","4","121","4","2",NA,NA
"364","ID0153","6","6","6","2005","ID0153_01","Roofer","Roof tile cutting","Hand-held electric-powered saw with LEV","Bosch","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","29","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"1.1000000000000001","3","4","4","1.1000000000000001","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","5","4","4","5","4","4","4","4",NA,"1","2",NA,NA
"365","ID0153","6","6","6","2005","ID0153_01","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","10","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"366","ID0153","6","6","6","2005","ID0153_01","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.7","5","4","4","0.7","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"367","ID0153","6","6","6","2005","ID0153_02","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","5.5","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"368","ID0153","6","6","6","2005","ID0153_02","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","5.7","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"369","ID0153","6","6","6","2005","ID0153_02","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","11.2","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"370","ID0153","6","6","6","2005","ID0153_02","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","5.5","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"371","ID0153","6","6","6","2005","ID0153_02","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","5.3","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
"372","ID0153","6","6","6","2005","ID0153_02","Roofer","Roof tile cutting","Tile cutter with a chisel-on-wheel system","Hytile","Concrete","5","Not applicable_Sans objet","17","Not specified_Non précisé","Not specified_Non précisé","Not specified_Non précisé","4","25","33","5","12","4","1","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4",NA,NA,"0.6","10.8","4","4","0.6","4","-2","-2","17","4","4",NA,"0.03","8","1","2",NA,"1","4","4","4","4","4","4","4","4",NA,"1","2",NA,NA
